symbol,name,price,marketCap,volume,industry
JCI,Johnson Controls International plc Ordinary Share,141.59,86653711775.0,2737805,Industrials
GD,General Dynamics Corporation Common Stock,313.68,84958929992.0,2168083,Industrials
CSX,CSX Corporation Common Stock,45.23,84043620457.0,10822355,Industrials
FCX,Freeport-McMoRan Inc. Common Stock,58.21,83678661814.0,14749333,Basic Materials
SLB,SLB Limited Common Shares,55.65,83617550480.0,13615519,Energy
AMT,American Tower Corporation (REIT) Common Stock,178.4,83200420131.0,4484454,Real Estate
ABNB,Airbnb Inc. Class A Common Stock,139.04,82662791038.0,4223947,Consumer Discretionary
MRSH,Marsh Common Stock,170.82,82300136661.0,2069838,Finance
NOC,Northrop Grumman Corporation Common Stock,577.82,82069783102.0,585409,Industrials
SHW,Sherwin-Williams Company (The) Common Stock,324.27,80212188586.0,2439812,Consumer Discretionary
ADP,Automatic Data Processing Inc. Common Stock,199.17,80194677978.0,3642783,Industrials
MCO,Moody's Corporation Common Stock,457.99,80010853000.0,1281536,Finance
ELV,Elevance Health Inc. Common Stock,362.74,78773481721.0,1759486,Health Care
EMR,Emerson Electric Company Common Stock,138.42,77792040000.0,1778131,Technology
ITW,Illinois Tool Works Inc. Common Stock,268.47,77340321064.0,1098624,Industrials
REGN,Regeneron Pharmaceuticals Inc. Common Stock,731.77,76718058447.0,568957,Health Care
ORLY,O'Reilly Automotive Inc. Common Stock,91.57,76616570651.0,4657984,Consumer Discretionary
CRH,CRH PLC Ordinary Shares,114.44,76599204598.0,4161390,Industrials
MMM,3M Company Common Stock,146.03,76164467124.0,3726229,Health Care
MNST,Monster Beverage Corporation,77.19,75484565838.0,4010258,Consumer Staples
ECL,Ecolab Inc. Common Stock,266.96,75395849105.0,2145308,Consumer Discretionary
DASH,DoorDash Inc. Class A Common Stock,171.97,75154246510.0,3469320,Technology
MDLZ,Mondelez International Inc. Class A Common Stock,58.54,75133548779.0,11611530,Consumer Staples
CI,The Cigna Group Common Stock,284.92,75084476683.0,1800010,Health Care
HLT,Hilton Worldwide Holdings Inc. Common Stock ,323.36,73983453542.0,2850023,Consumer Discretionary
HOOD,Robinhood Markets Inc. Class A Common Stock,82.07,73931305712.0,29712781,Finance
MPWR,Monolithic Power Systems Inc. Common Stock,1504.08,73877401440.0,637614,Technology
AEP,American Electric Power Company Inc. Common Stock,135.59,73701772253.0,2367915,Utilities
EOG,EOG Resources Inc. Common Stock,135.78,72739493225.0,3589014,Energy
ROST,Ross Stores Inc. Common Stock,225.52,72650850337.0,1278111,Consumer Discretionary
MSI,Motorola Solutions Inc. Common Stock,434.74,72255357846.0,882605,Technology
VLO,Valero Energy Corporation Common Stock,240.27,71829598531.0,2526851,Energy
APO,Apollo Global Management Inc. (New) Common Stock,123.57,71240476926.0,3835018,Finance
GM,General Motors Company Common Stock,78.95,71185786833.0,15038766,Industrials
NSC,Norfolk Southern Corporation Common Stock,316.71,71131166057.0,933090,Industrials
KMI,Kinder Morgan Inc. Common Stock,31.79,70727210815.0,11600858,Utilities
CTAS,Cintas Corporation Common Stock,174.22,69703177872.0,1798714,Industrials
AON,Aon plc Class A Ordinary Shares (Ireland),321.68,68921386273.0,1312171,Finance
MPC,Marathon Petroleum Corporation Common Stock,232.59,68657021468.0,1924038,Energy
CL,Colgate-Palmolive Company Common Stock,85.67,68642190021.0,5568670,Consumer Discretionary
RCL,Royal Caribbean Cruises Ltd. Common Stock,255.89,68627835377.0,2130132,Consumer Discretionary
DLR,Digital Realty Trust Inc. Common Stock,194.58,67899753991.0,2936167,Real Estate
APD,Air Products and Chemicals Inc. Common Stock,303.35,67542700027.0,771708,Basic Materials
BKR,Baker Hughes Company Class A Common Stock,67.67,67133288726.0,8515787,Consumer Discretionary
CIEN,Ciena Corporation Common Stock,473.69,66979020886.0,3101438,Utilities
WBD,Warner Bros. Discovery Inc. Series A Common Stock ,26.95,66834100429.0,15385640,Consumer Discretionary
NKE,Nike Inc. Common Stock,45.03,66684343096.0,12392144,Consumer Discretionary
PSX,Phillips 66 Common Stock,165.13,66214255252.0,2827889,Energy
TRV,The Travelers Companies Inc. Common Stock,310.02,65924107724.0,1200635,Finance
SPG,Simon Property Group Inc. Common Stock,202.75,65862969712.0,1410148,Real Estate
TDG,Transdigm Group Incorporated Common Stock,1154.06,65173880116.0,291258,Industrials
RSG,Republic Services Inc. Common Stock,208.15,64309231365.0,2078793,Utilities
TFC,Truist Financial Corporation Common Stock,51.15,63477648815.0,7452562,Finance
FTNT,Fortinet Inc. Common Stock,85.72,63426249535.0,3888695,Technology
PCAR,PACCAR Inc. Common Stock,119.61,62946313244.0,6218492,Consumer Discretionary
SRE,DBA Sempra Common Stock,92.9,60694594452.0,2627692,Utilities
COR,Cencora Inc. Common Stock,311.99,60691627477.0,1187897,Health Care
LHX,L3Harris Technologies Inc. Common Stock,324.88,60683001568.0,1561338,Industrials
FIX,Comfort Systems USA Inc. Common Stock,1719.21,60520359365.0,388885,Industrials
URI,United Rentals Inc. Common Stock,962.72,60311093355.0,540639,Consumer Discretionary
AFL,AFLAC Incorporated Common Stock,116.29,60048603573.0,1790047,Finance
TEL,TE Connectivity plc Ordinary Shares,204.3,59634311736.0,2402430,Technology
TER,Teradyne Inc. Common Stock,380.13,59512935366.0,4571728,Industrials
O,Realty Income Corporation Common Stock,63.55,59257237791.0,5216474,Real Estate
AZO,AutoZone Inc. Common Stock,3563.09,58708392574.0,344874,Consumer Discretionary
NXPI,NXP Semiconductors N.V. Common Stock,230.39,58184679326.0,4717002,Technology
OXY,Occidental Petroleum Corporation Common Stock,58.61,58123254558.0,12728738,Energy
TGT,Target Corporation Common Stock,127.14,57576059585.0,3728085,Consumer Discretionary
KEYS,Keysight Technologies Inc. Common Stock,332.3,56990279089.0,1546861,Industrials
COHR,Coherent Corp. Common Stock,303.97,56988858552.0,6383386,Technology
OKE,ONEOK Inc. Common Stock,89.79,56570449729.0,4884805,Utilities
LITE,Lumentum Holdings Inc. Common Stock,791.37,56503818000.0,5525405,Telecommunications
FANG,Diamondback Energy Inc. Common Stock,200.06,56279224704.0,1863615,Energy
ALL,Allstate Corporation (The) Common Stock,216.4,55880390317.0,1210362,Finance
D,Dominion Energy Inc. Common Stock,62.89,55278091052.0,4393994,Utilities
GWW,W.W. Grainger Inc. Common Stock,1160.14,54909408798.0,258685,Industrials
AJG,Arthur J. Gallagher & Co. Common Stock,213.42,54825050192.0,1367927,Finance
VST,Vistra Corp. Common Stock,161.12,54547061927.0,5192444,Utilities
TRGP,Targa Resources Inc. Common Stock,248.37,53350365041.0,1065265,Utilities
CTVA,Corteva Inc. Common Stock ,78.94,52996882268.0,2569013,Consumer Staples
AME,AMETEK Inc.,228.95,52444529970.0,1671571,Industrials
PSA,Public Storage Common Stock,297.14,52160595937.0,1649135,Real Estate
CARR,Carrier Global Corporation Common Stock ,62.0,51822320684.0,6537120,Industrials
ETR,Entergy Corporation Common Stock,113.16,51804493310.0,2531705,Utilities
NDAQ,Nasdaq Inc. Common Stock,91.31,51639530265.0,5001830,Finance
FAST,Fastenal Company Common Stock,44.68,51294206525.0,5630731,Consumer Discretionary
NUE,Nucor Corporation Common Stock,225.11,51265570821.0,3577929,Industrials
COIN,Coinbase Global Inc. Class A Common Stock,194.1,51128097227.0,6287797,Finance
MET,MetLife Inc. Common Stock,78.28,51042776709.0,2978687,Finance
EA,Electronic Arts Inc. Common Stock,202.53,50683884494.0,1715072,Consumer Discretionary
F,Ford Motor Company Common Stock,12.4,49737420036.0,44242406,Industrials
XEL,Xcel Energy Inc. Common Stock,79.48,49608411100.0,3790515,Utilities
ADSK,Autodesk Inc. Common Stock,234.85,49587462197.0,1705606,Technology
ZTS,Zoetis Inc. Class A Common Stock,116.65,49067656467.0,2972518,Health Care
CAH,Cardinal Health Inc. Common Stock,205.61,48383326050.0,1525176,Health Care
EXC,Exelon Corporation Common Stock,47.04,48130156281.0,4205004,Utilities
GRMN,Garmin Ltd. Common Stock (Switzerland),247.81,47798426681.0,1095632,Industrials
EW,Edwards Lifesciences Corporation Common Stock,82.28,47437850500.0,5837931,Health Care
DDOG,Datadog Inc. Class A Common Stock,131.55,46549142330.0,3292405,Technology
ODFL,Old Dominion Freight Line Inc. Common Stock,221.77,46192944118.0,2493760,Industrials
PYPL,PayPal Holdings Inc. Common Stock,49.64,45701787865.0,9757377,Industrials
MCHP,Microchip Technology Incorporated Common Stock,84.26,45596073691.0,13214739,Technology
FITB,Fifth Third Bancorp Common Stock,50.31,45558899584.0,4249052,Finance
IDXX,IDEXX Laboratories Inc. Common Stock,568.3,45190613034.0,539167,Health Care
ROK,Rockwell Automation Inc. Common Stock,401.29,45088104901.0,569134,Industrials
EBAY,eBay Inc. Common Stock,100.36,44961280000.0,3884716,Real Estate
WAB,Westinghouse Air Brake Technologies Corporation Common Stock,263.18,44655683920.0,652101,Industrials
DHI,D.R. Horton Inc. Common Stock,156.41,44354687269.0,1602982,Consumer Discretionary
DAL,Delta Air Lines Inc. Common Stock,67.22,44163159535.0,7018962,Consumer Discretionary
PCG,Pacific Gas & Electric Co. Common Stock,16.26,43576284851.0,23820982,Utilities
MSCI,MSCI Inc. Common Stock,594.78,43299984000.0,629751,Real Estate
YUM,Yum! Brands Inc.,156.46,43210070607.0,3013396,Consumer Discretionary
AMP,Ameriprise Financial Inc. Common Stock,475.35,43109334159.0,581591,Finance
CBRE,CBRE Group Inc Common Stock Class A,146.93,43023539952.0,1323063,Finance
CMG,Chipotle Mexican Grill Inc. Common Stock,32.87,42810644010.0,21339091,Consumer Discretionary
BDX,Becton Dickinson and Company Common Stock,149.52,42574595282.0,3111453,Health Care
STT,State Street Corporation Common Stock,152.48,42225522933.0,1689606,Finance
VTR,Ventas Inc. Common Stock,87.57,41636310060.0,6554875,Real Estate
XYZ,Block Inc. Class A Common Stock,69.54,41401453731.0,4506280,Technology
KR,Kroger Company (The) Common Stock,66.93,41002953501.0,5470665,Consumer Staples
ED,Consolidated Edison Inc. Common Stock,109.62,40386336987.0,1574225,Utilities
PEG,Public Service Enterprise Group Incorporated Common Stock,80.66,40228361141.0,1400573,Utilities
AIG,American International Group Inc. New Common Stock,74.16,39665719663.0,9273118,Finance
TTWO,Take-Two Interactive Software Inc. Common Stock,213.01,39444223883.0,929045,Consumer Discretionary
KDP,Keurig Dr Pepper Inc. Common Stock,28.79,39170507170.0,13134114,Consumer Staples
EME,EMCOR Group Inc. Common Stock,863.78,38386623331.0,402628,Industrials
HSY,The Hershey Company Common Stock,187.92,38089683700.0,1784808,Consumer Staples
HIG,The Hartford Insurance Group Inc. Common Stock,138.79,38046616508.0,1559050,Finance
VMC,Vulcan Materials Company (Holding Company) Common Stock,291.46,38024527676.0,1295973,Industrials
WEC,WEC Energy Group Inc. Common Stock,115.78,37709500614.0,1285970,Utilities
CCI,Crown Castle Inc. Common Stock,86.17,37601774205.0,2818407,Real Estate
CCL,Carnival Corporation Common Stock,26.3,37556816829.0,15684867,Consumer Discretionary
EQT,EQT Corporation Common Stock,59.42,37165902760.0,6598302,Energy
HPE,Hewlett Packard Enterprise Company Common Stock,27.95,37085571788.0,11452139,Technology
MLM,Martin Marietta Materials Inc. Common Stock,614.04,36999721960.0,607729,Industrials
ARES,Ares Management Corporation Class A Common Stock,113.01,36881144958.0,2999277,Finance
ON,ON Semiconductor Corporation Common Stock,93.3,36697438769.0,11500953,Technology
LYV,Live Nation Entertainment Inc. Common Stock,154.75,36385564502.0,1769749,Consumer Discretionary
ROP,Roper Technologies Inc. Common Stock,354.12,36252263373.0,1234061,Technology
LVS,Las Vegas Sands Corp. Common Stock,54.26,35954701255.0,5417476,Consumer Discretionary
SATS,EchoStar  Corporation Common Stock,123.7,35733943758.0,3312539,Consumer Discretionary
TKO,TKO Group Holdings Inc. Class A Common Stock,184.58,35278090239.0,828970,Consumer Discretionary
SYY,Sysco Corporation Common Stock,73.37,35139141717.0,7980480,Consumer Discretionary
ADM,Archer-Daniels-Midland Company Common Stock,72.8,35081963280.0,3817093,Consumer Staples
JBL,Jabil Inc. Common Stock,330.83,34903432436.0,1323598,Technology
ACGL,Arch Capital Group Ltd. Common Stock,97.06,34579841947.0,1871818,Finance
IBKR,Interactive Brokers Group Inc. Class A Common Stock,77.49,34530820803.0,3838505,Finance
HAL,Halliburton Company Common Stock,40.81,34092581565.0,11330515,Energy
CBOE,Cboe Global Markets Inc. Common Stock,303.64,33952645250.0,666285,Finance
HBAN,Huntington Bancshares Incorporated Common Stock,16.55,33714330373.0,17324990,Finance
PRU,Prudential Financial Inc. Common Stock,96.91,33707110508.0,2323245,Finance
KVUE,Kenvue Inc. Common Stock,17.54,33675332025.0,17240708,Consumer Discretionary
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,112.62,33502064371.0,1882741,Real Estate
NRG,NRG Energy Inc. Common Stock,154.81,33215505543.0,2172151,Utilities
STLD,Steel Dynamics Inc.,226.96,32846156186.0,1190415,Industrials
FISV,Fiserv Inc. Common Stock,61.6,32832737106.0,4099502,Real Estate
AXON,Axon Enterprise Inc. Common Stock,406.31,32737290988.0,770356,Industrials
KMB,Kimberly-Clark Corporation Common Stock,98.44,32674772405.0,6636250,Consumer Discretionary
PAYX,Paychex Inc. Common Stock,90.99,32600887262.0,3006914,Industrials
A,Agilent Technologies Inc. Common Stock,114.87,32462528154.0,2079011,Industrials
MTB,M&T Bank Corporation Common Stock,217.52,32410534815.0,953396,Finance
CPRT,Copart Inc. (DE) Common Stock,33.34,32116701656.0,6399222,Consumer Discretionary
IR,Ingersoll Rand Inc. Common Stock,81.19,31772269193.0,5373302,Industrials
RMD,ResMed Inc. Common Stock,217.14,31632607993.0,1547124,Health Care
GEHC,GE HealthCare Technologies Inc. Common Stock ,68.5,31255874796.0,5081788,Health Care
WDAY,Workday Inc. Class A Common Stock,121.18,31143260000.0,3715454,Technology
AEE,Ameren Corporation Common Stock,112.2,31040491172.0,1374109,Utilities
ATO,Atmos Energy Corporation Common Stock,187.13,30958589965.0,457728,Utilities
NTRS,Northern Trust Corporation Common Stock,166.9,30930061715.0,1209428,Finance
DTE,DTE Energy Company Common Stock,148.58,30908817624.0,1224445,Utilities
DVN,Devon Energy Corporation Common Stock,49.48,30749602702.0,13954687,Energy
RJF,Raymond James Financial Inc. Common Stock,155.69,30685103551.0,1759770,Finance
VICI,VICI Properties Inc. Common Stock,28.65,30626534821.0,6624941,Real Estate
DOV,Dover Corporation Common Stock,224.14,30183009334.0,1107170,Industrials
EXR,Extra Space Storage Inc Common Stock,141.02,29783046066.0,2524927,Real Estate
